relative_path	source_url	size_bytes	sha256	role
population_addendum/inputs/selected_reads/SRR23343447/SRR23343447_1.fastq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR233/047/SRR23343447/SRR23343447_1.fastq.gz	532449	30b6889ed3f0e567af5165503f44f184d7ff4f0e8163a31315c84d3efe687cfc	selected_original_reads
population_addendum/inputs/selected_reads/SRR23343447/SRR23343447_2.fastq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR233/047/SRR23343447/SRR23343447_2.fastq.gz	532449	7df840740ee8bbadba7e0450d9493b9e03d3b2585cf8270d4df7681befd9601a	selected_original_reads
population_addendum/inputs/selected_reads/SRR23343447/bbduk.log	https://www.ebi.ac.uk/ena/browser/view/SRR23343447	1394	023b5c6b89ffb3016c2ff81574e301c837bd24fd0e426c8082ed6f0ff604eceb	collection_record
population_addendum/inputs/selected_reads/SRR23343447/collection.json	https://www.ebi.ac.uk/ena/browser/view/SRR23343447	1580	38e085b150d6749509b1849247eaaab66129186614219ba53204e9424228ef6f	collection_record
population_addendum/inputs/selected_reads/SRR23343448/SRR23343448_1.fastq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR233/048/SRR23343448/SRR23343448_1.fastq.gz	500729	4b96774a0164724507d30b4a0bd078068d5a6d5fd41d76c85f967aacc68956c8	selected_original_reads
population_addendum/inputs/selected_reads/SRR23343448/SRR23343448_2.fastq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR233/048/SRR23343448/SRR23343448_2.fastq.gz	500729	ce3dfa78495688c97ae31910377d2ff25ef6edd567f76a917e2d5fb4a84c2b06	selected_original_reads
population_addendum/inputs/selected_reads/SRR23343448/bbduk.log	https://www.ebi.ac.uk/ena/browser/view/SRR23343448	1392	e694041e079126c13b38b21e9f2c1b2ef1185e81ad6fa9f9acdb1a0dc3b85078	collection_record
population_addendum/inputs/selected_reads/SRR23343448/collection.json	https://www.ebi.ac.uk/ena/browser/view/SRR23343448	1579	0d7875a2b3fcbecd55b47772f5774959c8366ddb024ac55c3bceadf4395f959f	collection_record
population_addendum/inputs/selected_reads/SRR23343449/SRR23343449_1.fastq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR233/049/SRR23343449/SRR23343449_1.fastq.gz	470754	bd3716dc33274f8deae08b80b68f849d5953acd3ee373bb2eed0b0645cd6ab72	selected_original_reads
population_addendum/inputs/selected_reads/SRR23343449/SRR23343449_2.fastq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR233/049/SRR23343449/SRR23343449_2.fastq.gz	470754	d490e74c18b782e4290ab43d1d276fce4b1fedff5dbf43898dfbbbc621a44ba4	selected_original_reads
